14VOR N031.14.18.071 E121.19.54.869
D188N N029.35.44.020 E121.26.37.252
D188P N031.49.53.130 E120.57.46.688
D189P N025.57.14.051 E119.31.00.221
D192N N030.52.59.999 E121.18.42.001
D192Y N030.42.42.001 E121.16.59.999
D195D N031.18.08.420 E121.50.04.171
D195K N031.10.54.829 E121.48.44.348
D196K N034.52.08.940 E118.22.28.711
D196K N037.30.06.401 E120.57.57.971
D197G N031.01.00.289 E121.19.03.400
D197L N030.43.54.001 E121.49.18.001
D198G N031.01.01.650 E121.18.55.631
D199K N034.52.15.820 E118.21.47.549
D199M N027.43.09.502 E120.48.05.209
D200K N031.55.38.179 E120.55.32.239
D202G N031.01.02.460 E121.18.22.972
D202X N030.33.09.479 E121.44.51.968
D203N N027.42.28.530 E120.46.44.558
D204F N027.50.20.069 E120.49.33.730
D206J N028.41.08.660 E115.48.58.900
D206K N030.56.60.000 E121.15.54.000
D206L N028.41.08.902 E115.48.57.809
D206M N028.41.00.470 E115.48.52.808
D209M N029.08.31.279 E119.55.59.902
D211E N036.45.41.580 E117.10.30.641
D211K N033.36.34.880 E119.00.53.849
D213M N029.08.54.240 E119.55.06.139
D215F N027.50.59.161 E120.48.32.760
D215I N031.22.05.200 E120.20.38.630
D216C N032.03.03.751 E120.56.45.679
D216F N027.39.55.811 E120.34.09.570
D218G N028.47.16.609 E115.50.15.061
D219I N031.22.25.190 E120.20.01.270
D220J N024.39.54.950 E118.29.08.750
D221J N031.37.08.000 E118.45.03.791
D222E N033.58.46.189 E117.23.58.261
D222J N024.40.12.580 E118.28.54.059
D222P N028.40.46.870 E115.43.23.711
D222T N037.24.46.811 E120.46.03.022
D224C N037.20.26.801 E121.18.52.081
D224J N031.22.20.500 E120.18.46.170
D224O N028.42.07.250 E115.43.52.928
D225G N031.40.00.221 E118.47.49.132
D225I N024.26.02.170 E118.00.47.138
D225I N031.22.59.239 E120.19.08.501
D225L N024.23.44.930 E117.58.29.071
D225P N024.20.47.789 E117.55.31.040
D226K N033.17.07.649 E120.03.42.329
D226M N028.40.52.500 E115.43.20.251
D228G N028.45.24.908 E115.47.44.650
D228J N031.22.47.179 E120.18.10.321
D228L N028.42.10.732 E115.44.04.819
D228M N028.43.51.020 E115.44.16.080
D229I N031.23.24.490 E120.18.35.752
D230M N031.36.27.068 E118.42.30.121
D231I N024.28.10.751 E117.53.59.291
D231K N033.17.59.482 E120.03.08.320
D231K N033.38.49.628 E118.57.11.570
D231O N024.24.01.130 E117.48.29.891
D231O N031.34.58.109 E118.40.16.280
D233F N031.37.10.931 E118.53.14.309
D233H N030.50.48.008 E121.45.50.339
D233I N033.40.26.440 E118.58.40.091
D233K N024.40.21.551 E118.25.52.061
D233L N024.40.25.500 E118.25.57.022
D233V N030.41.11.360 E121.33.31.522
D235C N029.47.09.740 E121.26.24.349
D235S N024.21.11.999 E117.50.42.000
D237I N033.59.07.411 E117.40.15.751
D238K N033.18.40.421 E120.01.39.400
D240J N029.14.33.461 E119.52.31.519
D240S N029.09.25.409 E119.44.11.288
D241I N032.27.29.999 E119.34.48.000
D241M N036.42.42.001 E116.59.48.001
D241R N031.35.43.732 E118.36.00.929
D242B N031.11.42.000 E121.09.54.000
D242G N030.05.23.719 E120.23.46.889
D242H N031.46.20.449 E118.43.08.540
D242K N034.56.49.819 E118.13.42.380
D242L N030.02.19.129 E120.18.00.709
D242L N031.34.25.072 E118.46.11.240
D242N N031.33.11.549 E118.43.54.430
D242O N030.00.41.810 E120.15.20.171
D242S N031.40.51.190 E118.32.54.820
D242U N029.57.36.000 E120.09.47.999
D243K N033.19.31.530 E120.01.06.089
D244R N031.36.09.479 E118.34.44.630
D246J N033.58.38.078 E117.22.16.270
D247L N030.09.29.441 E120.13.40.570
D247L N033.19.30.000 E119.59.24.000
D247Q N030.07.23.300 E120.08.57.271
D247R N033.16.48.000 E119.53.24.000
D249L N024.43.17.630 E118.23.41.201
D250I N031.47.13.790 E118.42.11.362
D250P N024.40.59.999 E118.18.36.000
D251K N031.50.59.071 E119.34.40.141
D251U N031.47.01.349 E119.23.53.329
D252G N031.42.33.322 E118.45.15.919
D253K N031.40.54.232 E118.39.45.320
D253K N031.42.32.389 E117.06.03.679
D253M N031.41.49.070 E117.03.52.459
D254E N034.01.58.361 E117.27.45.839
D254H N034.59.59.791 E118.15.46.141
D254M N031.40.45.700 E118.38.39.818
D254M N034.58.06.820 E118.10.07.820
D254O N031.40.00.671 E118.36.22.072
D254U N031.38.01.939 E118.29.58.510
D255H N031.38.15.011 E118.49.27.649
D257E N033.23.53.149 E120.06.46.919
D258O N030.10.11.280 E120.10.32.790
D258S N031.40.01.290 E118.31.47.939
D259L N031.04.14.290 E121.07.37.178
D261V N030.03.54.022 E120.05.23.770
D262K N031.44.11.850 E117.05.28.972
D263M N031.42.18.000 E118.37.00.001
D264C N031.21.34.009 E121.47.28.219
D264G N028.51.55.148 E115.46.15.780
D264N N031.19.32.999 E121.34.57.652
D264O N030.06.14.108 E120.12.50.540
D266K N031.43.09.311 E118.39.01.739
D268J N031.44.17.801 E118.42.07.240
D269S N030.07.14.210 E120.08.37.169
D273I N029.55.36.001 E122.11.30.001
D273L N029.55.20.240 E122.08.00.301
D273S N029.55.00.001 E122.00.00.000
D274D N028.53.10.118 E115.50.08.639
D277Q N030.09.45.749 E120.10.37.880
D278F N035.03.13.561 E118.17.29.821
D278U N030.10.20.269 E120.05.48.998
D279G N027.56.22.621 E120.44.19.720
D279X N030.17.01.111 E120.45.38.819
D280D N030.07.43.601 E120.07.24.870
D282G N036.17.59.910 E120.13.35.018
D283R N029.52.31.822 E121.07.17.490
D284L N031.57.19.901 E119.33.07.049
D285G N031.08.35.999 E121.12.18.000
D285L N031.57.34.150 E119.32.55.770
D291I N033.48.46.980 E118.56.50.950
D291M N033.50.00.139 E118.51.38.941
D294D N032.07.10.110 E120.54.25.139
D294J N027.48.31.129 E120.27.14.558
D295J N037.14.02.839 E122.01.57.382
D296D N028.54.32.911 E115.50.49.150
D296W N029.58.12.000 E121.02.60.000
D297F N033.27.37.321 E120.05.19.658
D297I N033.28.41.999 E120.02.24.000
D297J N032.09.38.610 E120.47.50.309
D297J N033.29.07.130 E120.01.08.940
D297K N031.51.00.421 E116.55.27.469
D298M N031.00.59.170 E121.38.21.098
D300L N032.00.24.660 E119.34.17.011
D303L N032.00.57.082 E119.34.36.728
D305W N031.23.57.541 E120.57.06.682
D305W N031.23.60.000 E120.57.00.000
D306W N030.01.48.000 E121.04.59.999
D308H N029.54.30.611 E121.19.07.748
D308L N029.55.36.120 E121.17.34.429
D309C N029.46.05.498 E118.12.12.758
D309D N031.47.17.999 E118.47.42.000
D309L N030.15.36.130 E120.19.18.120
D310E N031.32.29.130 E120.21.35.179
D310K N030.15.01.192 E120.20.14.521
D310X N030.03.36.000 E121.05.60.000
D311X N030.03.54.000 E121.06.06.001
D314K N035.09.46.530 E118.14.13.661
D315K N035.09.55.570 E118.14.22.380
D315W N032.15.16.740 E116.37.10.672
D316J N029.27.11.120 E119.52.57.479
D316K N029.27.18.349 E119.52.24.020
D316M N032.40.59.858 E119.31.41.660
D316P N029.30.58.990 E119.47.55.540
D317K N030.16.24.859 E120.20.48.548
D318J N030.15.37.260 E120.22.00.638
D319B N031.31.17.530 E120.24.13.010
D323F N030.00.30.809 E122.17.11.429
D323S N030.03.56.660 E121.13.31.620
D323T N037.55.02.791 E120.41.54.668
D325J N032.08.32.381 E116.50.02.378
D327R N031.24.42.581 E121.33.51.779
D327U N032.03.07.960 E117.03.22.270
D330I N031.54.13.439 E117.11.59.438
D332I N036.25.05.999 E120.15.36.000
D333G N028.01.48.929 E120.47.43.552
D333R N031.25.10.150 E121.35.44.030
D334J N032.08.55.748 E116.51.56.768
D342J N032.10.04.541 E116.53.05.899
D344E N024.18.29.498 E116.02.37.928
D344J N036.59.12.001 E117.08.06.000
D344Q N037.05.48.001 E117.04.59.999
D345X N037.12.25.600 E117.02.08.009
D346J N029.02.41.219 E115.51.21.848
D346M N032.44.52.980 E119.38.13.920
D346X N037.12.34.448 E117.02.37.460
D347L N031.21.46.120 E121.44.04.790
D347O N031.21.49.381 E121.44.07.649
D348M N031.22.13.148 E121.44.12.019
D348P N031.23.02.918 E121.34.31.429
D348W N031.32.13.088 E121.38.40.999
D349N N031.59.15.562 E118.48.32.980
D350I N031.53.09.881 E118.49.29.078
D350Y N037.13.47.269 E117.04.55.650
D351B N036.20.10.010 E120.21.05.350
D351C N036.20.08.441 E120.20.59.730
D351D N036.20.12.098 E120.21.14.332
D351I N032.14.09.712 E120.56.20.198
D352N N029.33.32.918 E119.58.13.141
D353H N032.40.09.710 E119.41.27.121
D353O N034.01.07.770 E119.02.36.712
D354J N031.22.36.278 E121.17.35.729
D354K N035.13.46.582 E118.22.00.491
D356J N036.27.03.769 E120.20.04.139
D356K N035.13.50.992 E118.22.28.088
D360O N031.25.32.981 E121.45.07.852
DABER N024.08.34.001 E116.51.43.999
DADAT N030.26.60.000 E121.14.48.001
DAGMO N027.26.08.999 E119.33.22.000
DAHAN N026.04.42.359 E119.54.50.429
DALIM N036.25.04.001 E117.12.47.002
DALNU N033.48.45.000 E118.10.04.001
DE16L N031.07.39.270 E121.49.42.449
DE16R N031.07.34.860 E121.49.26.659
DE17L N031.07.36.901 E121.47.56.180
DE17R N031.07.32.279 E121.47.39.700
DE18L N031.10.57.248 E121.20.13.600
DE18R N031.10.59.801 E121.19.59.660
DE34L N031.09.32.220 E121.48.42.379
DE34R N031.09.36.630 E121.48.58.180
DE35L N031.09.17.251 E121.47.00.049
DE35R N031.09.40.399 E121.47.09.578
DE36L N031.12.47.160 E121.19.53.850
DE36R N031.12.47.549 E121.20.07.631
DEFOE N025.46.27.998 E120.33.42.998
DER03 N027.55.16.381 E120.51.35.528
DER06 N030.15.07.711 E120.26.23.140
DER06 N031.45.02.858 E118.52.41.138
DER07 N030.14.12.818 E120.27.03.820
DER07 N031.43.50.560 E118.52.49.170
DER15 N031.58.30.630 E116.59.08.059
DER18 N029.55.27.170 E122.21.51.890
DER21 N027.53.44.761 E120.50.40.178
DER24 N030.14.17.480 E120.24.29.858
DER24 N031.44.00.920 E118.50.45.161
DER25 N030.13.19.639 E120.25.03.911
DER25 N031.42.48.640 E118.50.53.200
DER33 N032.00.06.210 E116.58.03.360
DER36 N029.56.48.052 E122.21.43.769
DF30 N026.12.40.079 E119.59.11.641
DITTY N024.19.49.829 E118.29.54.629
DOGVI N031.49.14.002 E118.57.50.000
DOKUN N030.51.29.999 E121.46.30.000
DONJU N025.57.59.378 E119.57.21.740
DONVO N037.34.00.001 E123.19.59.999
DOPNO N035.00.00.000 E123.24.19.001
DOVIV N038.06.40.000 E119.31.57.000
DSH28 N030.00.03.820 E119.57.09.202
DST28 N028.09.46.591 E120.52.40.361
DST30 N028.14.54.960 E120.41.21.041
DTM58 N028.06.47.149 E114.12.00.400
DUBGO N029.51.19.001 E119.39.52.999
DUMAS N026.07.21.000 E120.41.48.998
DUMET N031.21.38.999 E122.46.30.000
E N027.53.59.381 E120.38.41.539
E N032.26.12.001 E119.32.35.999
EGEDA N025.20.53.999 E115.06.42.001
EKIMU N031.21.06.001 E121.06.36.000
ELAGO N030.48.00.000 E122.10.59.999
ELGIT N024.24.06.001 E118.00.18.000
ELNEX N029.37.54.001 E119.29.24.000
EMRAL N029.06.00.000 E115.49.59.999
EMSAN N031.40.43.000 E122.46.30.000
ENLET N029.26.02.000 E119.38.44.999
ENVEN N025.20.30.001 E118.55.05.999
EPGAM N037.15.13.000 E116.54.02.002
ESBAG N031.37.13.001 E119.40.23.002
F N027.59.24.000 E120.39.11.999
FD01 N034.56.48.300 E118.24.16.430
FD01 N036.44.41.572 E117.12.54.000
FD02 N029.13.17.119 E119.58.24.661
FD03 N024.43.24.010 E118.32.19.079
FD03 N025.46.58.642 E119.35.04.110
FD03 N027.47.30.919 E120.46.57.299
FD03 N028.44.47.569 E115.50.41.960
FD03 N031.24.57.330 E120.23.19.990
FD03 N037.04.46.121 E122.11.24.371
FD04 N033.20.41.240 E120.06.50.692
FD04 N033.42.06.649 E119.02.52.001
FD05 N024.27.35.741 E118.01.06.809
FD06 N031.41.21.991 E118.45.50.681
FD09 N034.02.40.729 E117.25.32.930
FD11 N031.57.20.560 E119.38.47.350
FD13 N029.49.04.559 E118.06.25.549
FD13 N029.54.50.400 E121.17.34.591
FD15 N032.04.40.699 E116.54.50.040
FD17 N036.22.08.170 E120.20.35.851
FD17L N031.18.29.801 E121.43.53.872
FD18 N030.02.56.872 E122.20.39.682
FD18 N032.09.48.301 E120.58.40.850
FD18L N031.18.12.269 E121.19.40.570
FD19 N035.09.18.079 E118.24.23.872
FD19 N036.58.18.649 E117.12.54.000
FD20 N029.27.17.719 E120.04.12.241
FD21 N024.54.49.961 E118.39.07.268
FD21 N026.01.14.520 E119.42.53.240
FD21 N028.02.23.399 E120.55.51.442
FD21 N028.57.48.380 E115.56.58.301
FD21 N031.35.00.330 E120.27.36.608
FD21 N037.17.35.880 E122.16.39.140
FD22 N024.20.57.800 E116.10.48.562
FD22 N033.31.16.180 E120.16.59.020
FD22 N033.52.58.220 E119.12.19.170
FD23 N024.37.30.810 E118.15.41.011
FD24 N031.48.06.761 E118.58.28.448
FD27 N034.03.53.640 E117.41.20.350
FD29 N031.52.11.251 E119.55.11.572
FD31 N029.44.36.139 E121.35.32.348
FD33 N031.52.52.450 E117.02.49.582
FD35 N032.27.22.309 E119.44.56.371
FD35 N036.06.27.911 E120.25.46.639
FD35R N030.58.55.538 E121.51.10.148
FD36 N029.48.59.051 E122.21.39.690
FD36 N031.59.05.050 E120.58.54.041
FD36L N031.05.35.009 E121.19.59.999
FD36R N031.05.23.600 E121.20.27.420
FF03 N024.43.19.290 E118.32.27.179
FF03 N026.09.32.461 E119.57.42.851
FF03 N037.04.48.961 E122.11.03.790
FF05 N024.27.54.691 E118.01.02.291
FF05 N037.32.09.341 E120.50.13.549
FF06 N024.23.23.798 E118.16.34.421
FF06 N030.10.09.908 E120.15.12.892
FF07 N030.09.12.820 E120.15.48.758
FF07 N031.40.14.250 E118.46.04.739
FF11 N031.57.36.929 E119.38.50.291
FF15 N032.04.49.451 E116.54.51.361
FF17 N032.40.09.210 E119.41.26.318
FF18 N030.03.19.238 E122.21.04.478
FF18L N031.18.16.808 E121.19.49.620
FF18R N031.18.03.571 E121.19.36.530
FF19 N036.58.15.431 E117.12.57.330
FF21 N024.54.31.388 E118.39.39.830
FF21 N026.16.04.328 E120.01.50.858
FF21 N037.17.41.510 E122.16.26.731
FF23 N024.38.10.579 E118.15.24.041
FF23 N037.44.22.459 E121.04.10.931
FF29 N031.52.29.680 E119.55.16.810
FF309 N024.22.43.399 E118.25.25.759
FF33 N031.52.55.672 E117.02.54.521
FF35 N032.27.22.838 E119.44.57.361
FF35 N036.06.24.322 E120.25.30.608
FF36L N031.05.43.451 E121.20.16.958
FF36R N031.05.34.170 E121.20.31.222
FI01 N036.44.37.500 E117.12.57.539
FI01Y N034.56.54.820 E118.24.47.999
FI02 N029.13.06.661 E119.59.05.291
FI03 N025.47.08.509 E119.34.46.240
FI03 N027.47.31.790 E120.46.55.222
FI03 N028.44.55.838 E115.50.47.389
FI03 N031.24.50.209 E120.23.40.718
FI04 N033.20.22.132 E120.07.16.939
FI04 N033.42.06.278 E119.02.54.082
FI06 N024.23.26.498 E118.16.40.300
FI06 N031.41.26.790 E118.45.56.830
FI07X N030.07.47.730 E120.12.37.879
FI09 N034.03.02.110 E117.25.29.381
FI13 N029.49.42.121 E118.06.59.710
FI13 N029.53.37.928 E121.20.40.189
FI16L N031.15.21.398 E121.46.47.932
FI16R N031.15.17.251 E121.46.32.030
FI17 N036.22.04.951 E120.20.31.009
FI17L N031.18.22.640 E121.43.52.140
FI17R N031.17.59.399 E121.43.42.470
FI18 N032.09.48.578 E120.58.37.340
FI19Y N035.09.19.102 E118.24.47.999
FI21 N026.01.15.848 E119.42.43.549
FI21 N028.02.22.099 E120.55.53.360
FI21 N028.57.50.861 E115.57.02.750
FI21 N031.34.52.709 E120.27.56.660
FI22 N033.31.01.960 E120.17.21.610
FI22 N033.52.58.440 E119.12.16.330
FI24 N030.17.11.659 E120.31.03.079
FI24 N031.48.08.618 E118.58.29.579
FI24X N030.17.49.880 E120.32.29.530
FI25 N031.46.56.212 E118.58.37.459
FI25X N030.18.19.829 E120.36.22.421
FI27 N034.04.04.901 E117.41.19.781
FI31 N029.44.42.742 E121.36.16.171
FI34L N031.01.49.760 E121.51.36.680
FI34R N031.01.54.430 E121.51.52.369
FI35L N030.58.55.729 E121.50.54.449
FI35R N030.59.01.972 E121.51.10.109
FI36 N029.48.28.991 E122.22.33.830
FI36 N031.59.05.230 E120.58.59.070
FL36 N029.49.10.931 E122.22.29.629
FN21 N026.01.45.109 E119.42.57.269
FQ03 N026.04.55.358 E119.55.20.618
FQ03 N026.09.42.700 E119.58.23.909
FQ03 N028.44.55.748 E115.50.48.091
FQ18 N030.02.01.432 E122.21.12.251
FQ20 N037.17.44.070 E122.16.24.949
FQG29 N026.08.17.999 E119.41.12.001
FX03 N026.05.03.541 E119.55.17.828
FX24 N024.26.52.220 E118.26.14.309
FZ004 N025.45.19.001 E119.33.45.000
FZ005 N025.43.41.999 E119.32.49.999
FZ006 N025.45.38.999 E119.28.34.000
FZ007 N025.58.04.001 E119.35.31.999
FZ008 N025.41.46.000 E119.37.00.998
FZ009 N025.54.37.800 E119.44.19.601
FZ010 N026.13.00.001 E119.43.03.000
FZ011 N026.28.10.999 E119.43.22.001
FZ012 N027.00.00.000 E119.44.03.001
FZ013 N027.15.42.001 E119.33.20.002
FZ014 N025.37.49.001 E119.32.15.000
FZ015 N025.33.29.999 E119.27.02.999
FZ104 N026.04.14.002 E119.44.24.000
FZ105 N026.05.52.001 E119.45.20.002
FZ106 N026.07.50.999 E119.41.03.001
FZ107 N026.04.57.000 E119.39.24.998
FZ108 N025.50.53.002 E119.36.52.999
FZ109 N025.48.25.999 E119.42.13.000
FZ110 N025.54.01.001 E119.45.22.000
FZ111 N026.39.15.001 E119.33.07.999
FZ113 N025.31.09.001 E119.07.34.000
FZ114 N025.28.43.000 E119.15.15.001
FZ115 N025.44.03.001 E119.39.45.000
G N028.12.18.000 E120.40.18.001
GODOP N036.58.59.999 E120.26.44.002
GOLAL N036.45.51.998 E117.05.06.000
GORMU N024.52.35.000 E118.09.05.000
GORPI N033.40.07.000 E121.24.22.000
GOSRO N031.33.24.001 E119.13.19.999
GOTVA N037.21.23.000 E117.09.54.000
GULEK N036.33.23.000 E115.24.15.001
GUMED N038.01.00.001 E120.34.19.999
GUSEV N035.58.23.999 E121.41.48.998
GUSIR N037.12.24.001 E117.02.30.001
H N028.00.00.000 E119.52.05.999
H N036.17.42.000 E120.16.00.001
HA311 N028.06.46.001 E114.12.02.999
HANKY N026.05.03.120 E120.04.56.280
HAPPY N026.00.47.002 E120.10.58.001
HC001 N030.07.27.001 E120.11.52.001
HC002 N030.04.22.001 E120.13.44.000
HC003 N030.05.15.000 E120.06.55.001
HC004 N030.01.31.001 E119.59.43.001
HC005 N030.08.25.001 E120.11.17.999
HC006 N030.06.11.002 E120.06.18.000
HC007 N030.09.40.000 E120.04.14.002
HC008 N030.11.53.999 E120.09.11.999
HC009 N030.14.12.001 E120.07.48.000
HC010 N030.26.22.999 E120.00.11.002
HC011 N030.38.29.000 E119.52.27.998
HC012 N030.17.06.000 E120.06.04.000
HC015 N030.03.43.999 E120.44.56.000
HC016 N030.18.23.000 E120.36.29.999
HC017 N030.14.31.999 E120.38.44.999
HC018 N030.07.54.001 E120.49.00.001
HC019 N030.07.00.001 E120.51.59.000
HC025 N030.19.21.000 E120.35.56.000
HC026 N030.26.20.000 E120.31.44.000
HC028 N030.19.30.000 E120.13.00.001
HC029 N030.39.55.001 E119.59.39.998
HC030 N030.18.36.000 E120.34.08.000
HC033 N030.12.23.000 E120.22.54.001
HC035 N030.15.36.000 E120.18.36.000
HC036 N030.04.00.001 E119.40.36.001
HC037 N030.16.09.001 E120.19.49.001
HC039 N030.05.22.999 E120.40.00.998
HC042 N030.07.09.998 E119.58.50.999
HC043 N030.03.42.001 E120.00.45.000
HC044 N030.04.14.002 E120.26.30.998
HC048 N030.15.51.001 E120.35.46.000
HC049 N030.09.55.001 E120.39.18.000
HC050 N030.05.21.001 E120.28.59.002
HC051 N030.03.33.001 E120.24.54.000
HC052 N029.59.44.999 E120.16.25.000
HC053 N029.57.06.001 E120.10.50.999
HC054 N030.25.40.001 E120.29.55.000
HC055 N030.09.42.998 E120.27.52.999
HC056 N030.03.37.001 E120.14.10.000
HC057 N029.58.19.999 E120.07.21.000
HC058 N030.10.41.999 E120.41.02.000
HC059 N030.15.00.000 E120.19.16.000
HC060 N030.15.29.002 E120.20.20.000
HC061 N030.21.45.000 E120.34.28.999
HC080 N030.27.54.000 E120.41.15.000
HC081 N030.23.06.000 E120.44.07.001
HC082 N030.22.08.000 E120.44.40.999
HC083 N030.18.18.000 E120.46.58.001
HC084 N030.14.26.999 E120.49.14.999
HC085 N030.17.39.001 E120.18.28.001
HC086 N030.01.17.000 E120.09.18.000
HC088 N030.06.38.002 E120.21.04.000
HC089 N030.09.59.000 E120.39.16.999
HCH32 N038.10.08.641 E120.22.44.800
HFC27 N031.41.21.059 E117.01.55.340
HFC31 N031.37.36.800 E117.04.25.792
HFE42 N032.13.43.190 E116.39.48.769
HIPPO N026.08.35.999 E120.14.03.998
HOUHU N024.17.55.950 E118.26.39.689
HSH28 N030.55.07.072 E122.00.57.982
HUAIN N033.29.20.000 E119.01.59.999
HUN28 N033.36.29.149 E119.38.01.388
IBEGI N031.49.25.000 E122.16.32.999
IDBIN N029.41.49.999 E118.42.18.000
IDKOT N033.51.15.998 E118.46.03.000
IDNIK N030.25.59.999 E121.29.53.999
IDVEL N035.22.50.999 E120.34.54.998
IGATU N031.32.49.999 E117.17.20.000
IGDEG N038.00.22.000 E120.48.18.000
IGLIT N030.37.23.999 E121.47.42.000
IGRAT N030.43.00.001 E119.48.20.999
IKADI N034.05.30.001 E123.28.59.999
IKATA N023.45.54.000 E117.08.10.000
IKEKA N036.49.53.000 E123.21.15.001
IKUBA N030.51.20.002 E115.54.02.999
INDIA N024.06.04.230 E118.51.26.989
IPRAG N031.17.48.998 E122.26.28.000
ISNEB N032.50.47.000 E116.10.30.000
ISPUR N030.14.55.000 E121.56.01.000
IVPIP N034.49.13.001 E123.25.14.002
IXS08 N030.17.55.471 E120.32.50.420
JINGN N026.58.04.001 E114.45.50.000
JN102 N036.58.13.001 E117.12.58.000
JN103 N037.02.30.998 E117.12.58.000
JN104 N037.07.08.000 E117.12.58.000
JN105 N037.16.32.999 E117.12.58.000
JN106 N037.22.05.999 E117.31.07.000
JN107 N037.07.08.000 E117.02.03.998
JN109 N037.07.08.000 E117.22.09.001
JN110 N037.02.31.999 E117.22.08.000
JN111 N036.49.05.999 E117.22.07.000
JN112 N036.48.20.999 E117.30.16.999
JN201 N036.47.46.000 E117.12.58.000
JN203 N036.41.55.000 E117.12.58.000
JN204 N036.38.40.999 E117.12.58.000
JN205 N036.36.09.000 E117.12.58.000
JN206 N036.32.53.999 E117.12.58.000
JN207 N036.32.53.999 E117.22.05.002
JN208 N036.38.39.998 E117.22.05.002
JN209 N036.32.53.002 E117.02.08.002
JN210 N036.38.39.998 E117.02.08.002
JN211 N036.16.26.000 E117.22.08.000
JN213 N036.49.26.000 E116.54.46.001
JTN28 N030.51.11.999 E121.46.54.001
JTN35 N030.33.00.000 E121.15.42.001
KADUG N024.44.56.000 E117.59.53.999
KAGIP N037.40.00.001 E122.00.00.000
KAGVO N032.42.46.001 E117.15.31.000
KAKIS N030.28.59.999 E120.08.48.001
KAMOM N037.23.28.000 E117.15.16.999
KARPI N038.15.00.000 E120.43.01.999
KASKA N028.41.57.001 E123.41.39.001
KEBAB N024.23.10.522 E118.16.05.909
KETCH N024.20.55.270 E118.11.12.390
KIKEG N031.36.51.998 E117.03.02.999
KNISH N024.16.26.429 E118.13.40.012
KUMMA N026.03.38.851 E120.06.23.749
LAGAL N033.28.01.999 E118.42.20.002
LAMEN N031.36.36.000 E124.00.00.000
LAMIM N025.12.15.998 E118.32.48.998
LAPEN N029.35.47.000 E115.38.12.001
LASAN N031.00.00.000 E122.25.27.998
LATUX N035.28.59.999 E120.46.59.999
LEBIK N031.58.59.002 E118.02.33.000
LEGIV N031.36.29.999 E117.34.30.000
LILMO N036.40.46.999 E123.35.30.998
LJG26 N025.47.45.751 E119.29.56.990
LJG28 N025.45.36.000 E119.29.42.000
LM04 N029.43.29.370 E121.29.57.818
LUAN N032.05.56.000 E116.16.48.000
LUPVI N031.38.42.000 E119.08.38.000
LURMA N030.58.30.000 E120.44.55.000
LY709 N035.03.29.999 E118.09.00.000
LY903 N035.04.05.999 E117.48.42.001
LY904 N034.51.47.999 E117.51.24.001
MA03 N026.12.08.950 E119.59.22.920
MA056 N026.13.01.931 E119.59.32.251
MA21 N026.14.46.972 E120.00.59.281
MA309 N024.24.37.390 E118.22.28.132
MADUK N031.43.05.002 E118.06.15.998
MAGLI N031.58.59.999 E117.00.47.002
MATIS N026.04.33.650 E119.56.12.631
MATNU N031.39.36.000 E122.37.59.999
MAZDA N026.17.47.479 E120.02.59.662
MD01 N035.01.18.080 E118.24.39.330
MD01 N036.49.35.962 E117.12.54.000
MD02 N029.18.35.881 E120.01.06.391
MD03 N024.46.15.679 E118.34.21.068
MD03 N025.54.24.041 E119.38.43.040
MD03 N027.53.05.669 E120.50.17.318
MD03 N028.49.52.180 E115.53.08.570
MD03 N031.27.53.140 E120.24.51.221
MD03 N037.09.13.072 E122.12.53.611
MD04 N033.24.21.892 E120.11.04.380
MD04 N033.46.14.729 E119.06.27.580
MD05 N024.31.36.761 E118.06.09.511
MD05 N037.38.13.402 E120.57.05.062
MD06 N031.43.16.860 E118.49.25.298
MD09 N034.03.27.011 E117.31.22.372
MD11 N031.55.54.631 E119.44.17.851
MD13 N029.44.56.242 E118.14.01.849
MD13 N029.50.38.170 E121.25.56.921
MD15 N032.00.56.819 E116.57.21.881
MD17 N032.35.51.968 E119.42.37.508
MD17 N036.17.52.822 E120.22.00.469
MD18 N029.57.59.069 E122.21.27.810
MD18 N032.06.23.900 E120.58.45.052
MD18L N031.13.36.030 E121.19.57.428
MD19 N035.05.00.020 E118.24.40.342
MD19 N036.53.30.271 E117.12.54.000
MD20 N029.22.51.769 E120.02.45.060
MD21 N024.49.17.242 E118.36.17.100
MD21 N025.58.03.691 E119.40.46.290
MD21 N027.55.55.672 E120.51.59.051
MD21 N028.53.55.831 E115.55.06.031
MD21 N031.31.43.820 E120.26.30.761
MD21 N037.13.29.140 E122.14.40.510
MD22 N024.16.52.601 E116.06.55.710
MD22 N033.26.57.120 E120.13.30.270
MD22 N033.48.45.461 E119.08.38.789
MD22 N037.25.33.650 E121.23.54.308
MD23 N024.33.34.999 E118.09.03.352
MD24 N031.45.33.930 E118.53.41.842
MD27 N034.03.44.039 E117.35.41.100
MD29 N031.54.32.490 E119.48.42.480
MD31 N029.48.13.529 E121.30.02.160
MD33 N031.57.33.728 E116.59.39.419
MD35 N032.32.09.359 E119.43.38.219
MD35 N036.14.06.472 E120.23.15.338
MD35R N031.07.08.760 E121.48.09.472
MD36 N029.54.05.749 E122.21.45.832
MD36 N032.02.29.450 E120.58.49.850
MD36L N031.09.47.581 E121.19.59.999
MD36R N031.09.59.839 E121.20.10.612
MEDIT N026.09.09.292 E120.06.34.312
METOG N036.49.36.001 E117.02.06.000
MEXUP N034.00.37.001 E118.05.44.999
MF19 N036.53.24.259 E117.12.54.000
MI06 N024.25.25.511 E118.20.59.420
MI13 N029.50.30.131 E121.26.09.280
