10VOR N022.20.35.020 E113.59.56.648
GG418 N023.30.33.998 E113.19.09.001
GG419 N023.32.07.001 E113.37.00.001
GG421 N023.11.53.002 E113.08.39.001
GG422 N023.09.14.000 E113.21.01.001
GG423 N023.20.52.001 E113.24.10.001
GG424 N023.29.11.000 E113.12.14.000
GG426 N023.26.07.001 E113.25.34.000
GG427 N023.18.31.000 E113.34.19.999
GG428 N023.45.05.000 E113.32.16.001
GG431 N023.25.31.001 E113.40.30.000
GG432 N023.17.47.000 E113.03.52.999
GG433 N023.10.07.000 E113.28.27.998
GG441 N023.57.51.998 E113.36.47.002
GG442 N023.49.54.001 E113.53.37.000
GG443 N023.04.10.999 E112.43.31.001
GG444 N023.13.17.000 E113.41.06.000
GG501 N023.31.14.999 E113.19.19.999
GG502 N023.31.09.001 E113.20.39.001
GG503 N023.30.54.000 E113.20.48.998
GG504 N023.45.43.999 E113.23.16.001
GG506 N023.45.25.999 E113.24.32.000
GG507 N023.45.23.000 E113.24.45.000
GG508 N023.47.25.001 E113.16.05.999
GG509 N023.44.03.001 E113.30.25.999
GG511 N023.17.35.999 E113.18.33.001
GG512 N023.16.32.999 E113.13.23.999
GG513 N023.15.02.999 E113.18.36.000
GG514 N023.23.53.999 E113.11.08.999
GG516 N023.13.59.002 E113.22.17.000
GG517 N023.15.47.002 E113.26.26.002
GG518 N023.20.29.000 E112.57.32.000
GG519 N023.21.22.000 E113.39.15.001
GG521 N023.53.04.999 E113.25.16.000
GG522 N023.41.43.001 E113.40.21.000
GG523 N023.38.48.001 E113.29.02.000
GG524 N023.39.06.001 E113.51.22.000
GG526 N023.51.36.000 E113.59.42.000
GG527 N023.55.18.998 E113.44.04.999
GG528 N023.59.21.001 E113.26.57.998
GG529 N023.24.29.002 E113.11.15.000
GG531 N023.35.26.999 E112.52.46.999
GG541 N024.02.44.002 E113.31.34.000
GG542 N023.43.43.000 E113.54.25.999
GG544 N023.03.59.000 E113.06.56.999
GG561 N023.29.13.999 E113.18.47.999
GG562 N023.29.08.999 E113.20.06.000
GG563 N023.28.53.000 E113.20.16.001
GG564 N023.42.05.000 E113.14.58.999
GG566 N023.40.28.999 E113.21.50.000
GG567 N023.40.10.999 E113.23.06.000
GG568 N023.40.08.000 E113.23.19.000
GG601 N023.36.40.000 E113.16.14.999
GG602 N023.42.33.998 E113.23.47.000
GG603 N023.35.25.001 E113.20.03.001
GG612 N023.31.25.000 E113.23.21.001
GG701 N023.21.31.000 E113.16.43.000
GG702 N023.23.53.999 E113.11.19.000
GG703 N023.52.13.001 E113.18.20.002
GG704 N023.51.47.999 E113.29.17.999
GG706 N023.29.21.001 E113.16.00.998
GG708 N023.49.41.999 E113.37.36.001
GG802 N024.17.28.000 E113.42.20.999
GG803 N024.15.42.001 E113.47.56.000
GG804 N024.13.09.001 E113.53.08.999
GG805 N024.09.54.000 E113.57.51.998
GG806 N024.06.02.002 E114.01.59.999
GG807 N024.01.36.998 E114.05.25.001
GG814 N023.59.44.002 E113.59.44.999
GG815 N024.03.59.000 E113.56.04.999
GG816 N024.07.32.002 E113.51.38.999
GG817 N024.10.18.998 E113.46.34.000
GG818 N024.12.11.002 E113.41.01.000
GG819 N024.13.05.999 E113.35.12.001
GG820 N023.43.23.999 E113.32.39.001
GG821 N023.38.26.002 E113.30.37.001
GIVIV N020.57.14.000 E111.03.19.001
GOLF N022.12.55.530 E113.54.15.109
GOSMA N029.21.14.000 E113.14.30.001
GUGAM N030.12.59.000 E113.11.08.002
GURIN N021.51.04.000 E113.00.00.000
HA301 N028.05.12.001 E113.13.34.000
HA302 N027.59.04.999 E113.13.57.000
HA304 N027.59.17.999 E113.01.05.002
HA306 N028.06.40.000 E113.20.12.001
HA307 N028.03.43.999 E113.29.42.000
HA309 N028.11.03.998 E113.39.28.001
HA310 N029.06.42.001 E113.43.50.002
HA311 N028.06.46.001 E114.12.02.999
HA312 N028.24.27.000 E113.40.31.001
HA321 N028.16.57.000 E113.12.50.000
HA324 N028.17.03.001 E113.20.53.999
HA325 N028.10.34.000 E113.13.39.000
HA326 N028.09.47.002 E113.30.06.001
HA350 N029.06.56.002 E113.32.24.000
HA356 N028.15.38.999 E114.04.36.001
HA357 N028.14.46.000 E113.49.18.998
HA358 N027.51.56.002 E113.31.54.001
HA359 N028.00.22.000 E113.32.31.999
HA362 N028.23.08.002 E113.12.27.000
HA364 N028.23.08.999 E113.12.41.000
HA365 N028.17.52.001 E113.20.38.000
HA367 N028.13.22.001 E113.25.44.000
HA368 N028.14.30.998 E113.13.13.001
HA372 N027.59.24.000 E113.13.55.999
HA374 N027.59.24.000 E113.14.08.999
HA375 N027.59.46.000 E113.21.38.999
HA376 N027.56.24.000 E113.19.14.999
HA378 N027.51.46.001 E113.27.10.001
HA379 N028.06.38.999 E113.21.14.000
HA381 N028.10.13.001 E113.24.02.999
HA382 N028.13.25.000 E113.26.35.002
HA383 N028.16.03.000 E113.28.40.001
HA384 N028.35.44.002 E113.30.06.001
HA385 N028.06.00.000 E113.07.50.999
HAMOK N022.26.24.619 E114.18.02.858
HAZEL N022.01.26.490 E113.40.56.629
HH402 N030.33.37.001 E113.58.49.001
HH403 N030.37.23.002 E113.53.52.001
HH404 N030.50.40.999 E114.07.23.999
HH405 N031.09.29.002 E114.26.40.999
HH406 N030.48.04.000 E114.36.04.000
HH407 N030.33.42.001 E115.02.24.000
HH410 N030.22.53.000 E113.47.57.001
HH412 N030.32.52.001 E113.59.48.001
HH413 N030.29.11.000 E114.04.37.999
HH414 N030.42.27.000 E114.18.11.999
HH415 N030.28.49.001 E113.55.40.001
HH416 N030.24.45.000 E113.51.33.001
HH417 N030.20.40.999 E113.47.26.002
HH418 N030.58.58.001 E114.15.52.999
HH420 N030.28.30.000 E113.38.11.000
HH421 N030.31.27.998 E113.43.23.999
HH422 N030.34.26.000 E113.48.38.002
HH423 N030.32.17.999 E114.07.50.002
HH424 N030.40.31.001 E113.57.02.999
HH425 N030.36.00.000 E114.02.58.999
HH428 N030.29.33.000 E113.54.42.001
HH429 N030.25.28.999 E113.50.35.002
HH451 N031.06.24.001 E114.32.24.000
HH452 N031.06.29.999 E114.34.16.000
HH453 N031.08.28.000 E114.34.31.001
HH454 N030.58.44.000 E114.07.16.000
HH455 N030.45.23.000 E113.53.39.001
HH456 N031.02.47.000 E114.11.25.001
HH457 N030.44.11.000 E114.27.33.001
HH458 N030.35.15.000 E114.18.23.000
HH459 N030.29.38.000 E114.24.42.001
HH460 N030.55.25.000 E114.21.05.000
HH461 N030.27.24.998 E114.58.21.000
HH462 N031.21.38.002 E114.36.11.002
HH463 N030.41.12.998 E113.49.26.000
HH464 N030.54.38.999 E114.22.05.002
HH465 N030.52.14.002 E114.15.47.999
HH466 N030.50.08.002 E114.19.46.999
HH502 N030.59.53.999 E114.27.28.001
HH503 N030.56.11.000 E114.32.19.000
HH504 N030.38.03.998 E114.13.41.999
HH505 N030.26.24.000 E114.01.49.001
HH507 N031.03.05.000 E114.30.45.000
HH508 N031.04.41.999 E114.30.38.002
HH512 N031.00.38.999 E114.26.28.000
HH513 N031.04.27.001 E114.21.29.999
HH514 N030.36.19.001 E114.26.12.998
HH515 N030.29.34.001 E114.59.35.002
HH516 N030.37.48.000 E115.08.11.000
HH517 N031.05.12.001 E114.49.23.999
HH518 N030.26.03.998 E113.32.25.001
HH519 N030.12.40.000 E113.47.53.002
HH521 N031.14.17.999 E114.29.57.998
HH522 N031.02.51.000 E114.28.44.000
HH551 N030.34.27.998 E114.17.35.002
HH552 N030.56.08.999 E114.39.52.999
HH553 N030.30.20.999 E114.13.23.002
HH554 N030.38.02.000 E114.03.19.001
HH556 N030.50.08.002 E113.58.30.000
HH558 N030.12.47.999 E113.39.29.002
HH559 N030.14.20.000 E113.39.19.001
HH560 N030.37.17.000 E114.04.18.001
HH561 N031.22.53.000 E114.42.04.000
HH562 N030.40.26.000 E114.09.45.000
HH563 N030.43.36.998 E114.07.04.001
HOK22 N031.03.01.220 E114.08.35.099
ICDOM N028.58.26.141 E111.39.19.310
IDEPO N025.42.55.001 E107.40.44.000
IDM10 N023.31.20.730 E113.23.19.010
IDUMA N022.53.47.000 E113.57.06.001
IGAGA N023.09.51.998 E114.27.13.000
IGONO N023.57.56.999 E114.03.52.999
IGPAR N029.29.24.000 E110.08.28.000
IKATA N023.45.54.000 E117.08.10.000
IKUBA N030.51.20.002 E115.54.02.999
INDUS N022.02.40.999 E113.36.01.001
IRTAT N024.22.49.001 E113.43.14.999
ISBIG N020.38.39.001 E110.54.29.999
ISGEG N021.13.00.001 E108.18.18.000
JULIT N022.19.54.001 E114.28.54.001
JX001 N029.10.50.002 E110.23.56.000
KALMU N029.20.26.999 E111.34.46.999
KAPSA N027.59.06.000 E113.20.26.002
KEVAR N022.37.30.000 E113.48.36.000
KIBAS N022.08.17.999 E113.14.30.001
KL403 N024.52.45.998 E110.00.24.998
KL404 N024.53.11.000 E109.55.05.002
KL406 N025.00.51.998 E109.55.49.001
KL407 N025.08.13.999 E109.56.30.998
KL408 N025.28.32.999 E109.58.27.001
KL409 N025.16.57.000 E110.07.31.001
KL410 N025.27.24.998 E110.34.13.001
KL411 N025.06.32.000 E110.06.29.999
KL412 N025.00.04.000 E110.05.53.002
KL414 N024.52.23.002 E110.05.08.002
KL415 N025.17.42.000 E110.02.48.001
KL416 N025.31.12.000 E109.55.14.002
KL417 N024.56.07.001 E110.00.43.999
KL418 N025.00.25.999 E110.01.09.001
KL419 N025.04.19.999 E109.56.08.999
KL420 N025.08.21.001 E110.12.43.999
KL503 N025.29.52.001 E110.03.58.000
KL504 N025.30.15.001 E109.59.12.998
KL505 N025.32.48.998 E109.57.56.999
KL506 N025.38.25.001 E109.46.25.000
KL507 N025.36.58.000 E110.04.40.001
KL508 N025.29.29.000 E110.08.44.002
KL509 N025.18.24.998 E110.07.39.000
KL510 N025.09.23.000 E110.06.47.002
KL511 N024.52.46.999 E109.55.39.000
KL512 N025.15.51.998 E109.57.51.001
KL513 N025.24.46.001 E109.58.41.999
KL515 N025.08.43.001 E110.01.55.999
KL516 N025.19.25.000 E109.47.19.000
KL517 N025.14.34.001 E110.13.05.999
KL518 N025.37.27.998 E109.58.23.002
KL519 N025.12.51.001 E109.59.39.001
KL520 N025.12.47.999 E110.14.52.001
LAGEX N026.25.48.000 E109.01.35.000
LAMMA N022.16.55.610 E114.05.10.550
LANDA N021.36.47.239 E113.02.42.742
LAPEN N029.35.47.000 E115.38.12.001
LATOP N022.16.54.001 E113.38.35.999
LIDLU N020.30.00.000 E109.43.00.001
LIG30 N028.08.27.751 E113.29.50.122
LIMES N022.06.25.600 E113.46.32.599
LINGI N022.25.17.630 E114.02.34.102
LINSI N022.13.18.001 E113.28.00.001
LKC35 N021.51.42.451 E113.35.21.610
LLC43 N028.04.42.409 E113.00.52.790
LLC46 N028.11.44.959 E113.03.14.191
LLC49 N028.04.46.268 E113.07.53.332
LLC61 N028.04.52.680 E113.21.20.520
LOC27 N023.48.47.110 E113.25.25.838
LOC28 N023.49.01.762 E113.25.44.630
LOTMO N030.14.56.000 E109.26.08.002
LOTUS N022.23.18.262 E114.11.05.600
LOVTA N021.44.53.002 E112.34.13.001
LUMKO N028.28.52.000 E113.34.54.998
LYH40 N028.15.40.680 E114.04.41.200
MABAG N024.18.47.999 E114.30.24.001
MAG30 N022.13.38.539 E114.34.11.100
MAG50 N022.13.53.771 E114.55.46.470
MAKLA N028.02.07.001 E109.41.08.002
MAMSI N025.12.16.999 E110.12.43.999
MASGU N024.52.13.001 E114.38.35.999
MC411 N022.21.41.198 E113.47.37.579
MC417 N022.21.22.478 E113.25.20.129
MC418 N022.20.59.431 E113.37.16.979
MC419 N022.26.25.372 E113.46.47.489
MC420 N022.20.32.291 E113.41.43.591
MC501 N022.00.02.999 E113.38.45.758
MC502 N022.02.43.760 E113.00.50.389
MC508 N022.12.25.790 E113.34.59.761
MC509 N022.14.34.778 E113.36.37.670
MC510 N022.17.02.130 E113.38.29.609
MC511 N022.21.49.230 E113.36.58.388
MC512 N022.21.49.252 E113.33.45.410
MC513 N022.01.09.952 E113.37.20.039
MC514 N022.06.52.189 E113.32.56.821
MC516 N022.12.47.999 E113.28.23.999
MC601 N022.19.43.550 E113.56.43.598
MC608 N022.11.14.420 E113.34.38.752
MC609 N022.02.35.070 E113.37.49.868
MC610 N021.52.31.462 E113.41.36.150
MC612 N021.50.42.922 E113.36.08.190
MC613 N021.54.20.840 E113.34.45.322
MC614 N021.58.12.270 E113.36.03.190
MC615 N022.18.12.100 E113.50.26.768
MC800 N022.19.24.751 E113.37.43.810
MC802 N022.17.31.031 E113.38.19.550
MC806 N022.14.58.132 E113.37.25.529
MC808 N022.14.12.469 E113.36.21.139
MC810 N022.13.20.089 E113.35.07.321
MC812 N022.11.32.212 E113.34.32.182
MC820 N022.07.12.551 E113.36.07.801
MC822 N022.04.45.181 E113.37.02.021
MCC80 N022.16.51.150 E113.35.53.020
MCC82 N022.12.03.470 E113.36.10.030
MCC84 N022.02.24.839 E113.29.43.411
MD01 N025.11.37.169 E110.02.12.980
MD01 N030.17.42.360 E109.28.52.972
MD04 N024.13.32.329 E116.03.46.681
MD04 N027.51.12.341 E109.16.41.639
MD05 N022.35.30.469 E108.09.23.580
MD07L N022.18.07.870 E113.52.17.789
MD14 N030.34.25.021 E111.27.41.231
MD19 N025.14.48.502 E110.02.29.789
MD19 N030.21.01.159 E109.29.29.389
MD22 N023.33.57.110 E116.30.57.539
MD22 N024.16.52.601 E116.06.55.710
MD22 N027.54.24.581 E109.19.56.482
MD23 N022.37.31.732 E108.11.38.872
MD25R N022.19.36.052 E113.56.53.120
MD26 N029.06.47.520 E110.29.22.358
MD32 N030.32.36.971 E111.30.00.961
MEPAN N024.06.13.000 E105.42.09.000
MIDOX N031.19.19.999 E115.52.52.000
MIPAG N022.55.18.001 E113.44.30.001
MIRRS N022.24.17.100 E114.14.09.301
ML07L N022.18.19.379 E113.52.51.622
ML07R N022.17.31.560 E113.53.06.922
ML15 N022.39.39.229 E113.47.55.658
ML16 N022.11.48.221 E113.34.30.421
ML16 N022.39.44.669 E113.46.49.778
ML25L N022.18.46.649 E113.56.59.230
ML25R N022.19.35.940 E113.56.47.782
ML33 N022.37.03.511 E113.49.21.000
ML34 N022.36.57.352 E113.48.21.510
MM13 N022.19.53.540 E114.09.54.889
MOMRA N028.02.53.002 E113.38.49.999
MOTOM N024.41.24.000 E109.47.38.000
MUBEL N024.12.34.999 E111.16.14.002
MUSEL N022.15.53.989 E114.46.52.129
MXZ29 N024.10.26.951 E116.35.40.999
NAKHA N021.58.00.001 E106.29.35.999
NEDLE N022.23.13.949 E114.41.57.469
NIKUK N022.07.01.999 E108.45.07.999
NIVEM N027.19.54.998 E113.36.42.001
NIXUS N022.29.22.049 E114.10.19.700
NLG28 N022.06.51.300 E113.47.23.399
NN402 N023.01.30.000 E108.39.18.000
NN403 N022.37.36.001 E108.22.00.001
NN404 N022.17.24.000 E107.31.05.999
NN406 N023.00.29.999 E108.31.30.000
NN407 N022.55.30.000 E108.38.42.000
NN408 N022.45.11.999 E108.30.24.001
NN411 N022.45.42.001 E109.00.18.000
NN412 N022.29.24.000 E109.02.06.000
NN413 N022.42.47.999 E109.17.06.000
NN414 N022.53.06.000 E108.25.23.999
NN415 N022.48.00.000 E108.32.42.000
NN422 N022.27.47.999 E108.09.06.001
NN433 N022.47.06.000 E108.12.18.000
NN451 N022.55.00.001 E108.01.41.999
NN452 N022.49.12.000 E107.41.17.999
NN454 N022.33.47.999 E107.56.53.999
NN456 N022.16.18.001 E108.25.23.999
NN457 N022.24.11.999 E108.06.36.000
NN458 N022.58.36.001 E108.46.41.999
NN459 N022.33.18.000 E108.33.42.001
NN461 N022.32.30.001 E108.39.24.001
NN462 N022.31.41.999 E108.45.11.999
NN463 N022.39.47.999 E108.46.30.000
NN464 N022.40.30.000 E108.40.41.999
NN466 N022.41.17.999 E108.34.54.001
NN467 N022.42.18.000 E108.27.29.999
NN468 N022.58.30.000 E108.49.30.000
NN469 N022.28.59.999 E107.32.12.001
NN471 N023.02.30.001 E108.28.59.999
NN472 N022.42.06.001 E108.06.29.999
NN473 N022.35.12.001 E108.19.18.001
NN501 N022.23.42.000 E108.16.36.001
NN502 N022.38.60.000 E108.34.12.000
NN503 N022.21.42.001 E107.53.35.999
NN504 N022.48.42.001 E108.38.06.000
NN506 N022.54.54.000 E108.31.54.001
NN511 N022.25.00.001 E108.10.54.001
NN512 N022.34.48.000 E108.22.12.000
NN513 N022.42.47.999 E108.31.18.001
NN514 N022.49.00.001 E108.25.05.999
NN520 N022.28.55.999 E108.01.50.999
NN521 N022.31.59.999 E108.13.54.001
NN551 N022.50.17.999 E108.15.47.999
NN552 N022.21.11.999 E108.37.36.001
NN553 N022.40.30.000 E108.25.41.999
NN558 N023.03.36.000 E108.32.48.001
NN559 N022.50.48.001 E108.22.05.999
NN620 N022.45.24.001 E108.20.44.999
NN621 N022.32.35.999 E108.15.54.000
NODEB N028.23.56.000 E113.29.13.999
NODOG N024.34.36.001 E111.17.39.001
NOLIB N022.25.38.950 E114.00.36.839
NOLON N024.06.29.999 E113.56.47.000
NOMAR N023.30.29.999 E113.51.24.001
NOMUK N029.01.45.998 E110.43.30.000
NUPTI N026.55.03.000 E111.25.05.999
NUSLA N023.24.42.001 E113.30.54.000
NUVGA N024.13.54.998 E115.26.35.999
OBLAN N021.48.20.002 E112.48.24.001
OBLIK N032.19.48.000 E114.31.30.000
ODOPI N024.40.25.000 E115.24.29.999
OKIXA N028.00.36.000 E112.21.29.002
OKTUV N030.19.03.000 E109.26.20.000
OLPAB N024.04.59.999 E114.12.50.000
OM13 N022.19.36.610 E114.05.32.651
ONEMI N025.45.04.000 E110.36.29.002
ONIXO N031.46.41.002 E114.23.40.999
OSIKA N022.51.19.001 E110.33.10.001
OVGOT N022.47.01.000 E114.45.00.000
OVTAN N028.12.41.000 E114.20.52.001
OVTIX N025.08.12.001 E113.50.57.001
OW452 N023.14.22.999 E116.18.47.999
OW453 N023.23.11.000 E116.21.10.001
OW454 N023.26.49.999 E116.16.27.001
OW552 N023.42.27.000 E116.38.42.000
OW556 N023.46.05.999 E116.33.58.000
OW558 N023.58.32.002 E116.25.39.000
OW562 N023.51.22.000 E116.25.18.998
OW565 N023.43.14.999 E116.39.27.000
OW566 N023.44.16.001 E116.41.55.000
OW567 N023.45.58.000 E116.44.55.000
P1 N022.25.36.001 E109.02.24.000
P150 N024.10.48.000 E116.00.54.000
P239 N030.21.47.999 E109.26.30.001
PAPA N021.58.39.000 E113.39.22.000
PAVTU N028.06.20.002 E113.33.20.999
PEBEL N022.22.43.928 E114.14.48.379
PEGDU N020.52.59.999 E109.22.59.999
PLOVE N022.25.06.301 E114.13.57.900
PONTI N022.22.16.349 E114.27.45.832
PORPA N022.20.09.100 E114.01.16.298
PORSH N022.17.40.380 E114.05.03.559
POU27 N023.28.05.999 E113.14.48.001
POU30 N023.28.54.772 E112.58.25.831
POU33 N023.34.30.000 E113.15.36.000
POU37 N023.34.41.999 E112.55.41.999
PRAWN N022.16.05.401 E113.48.40.100
PUKAD N027.59.06.000 E112.09.04.000
QFNGG N023.23.42.000 E113.30.42.001
R288 N022.19.53.101 E114.09.54.090
REVKU N032.21.11.999 E113.38.17.999
RIKMO N020.59.20.000 E108.16.00.001
RIVER N022.24.07.549 E114.10.54.232
ROBBE N022.17.59.701 E114.05.10.781
ROMEO N021.51.47.999 E113.26.53.999
ROVER N022.20.35.581 E114.01.39.119
RUMSY N022.04.56.939 E113.48.16.790
RUNEG N020.30.00.000 E108.11.06.000
RUXIL N031.24.18.000 E112.08.24.000
RVH01 N022.14.23.921 E114.25.28.139
RVH02 N022.18.35.741 E114.10.26.029
RW16 N022.09.38.311 E113.35.14.140
SABOG N022.21.16.661 E114.15.23.069
SAGUD N030.51.56.002 E114.27.38.002
SAMAS N020.30.18.000 E110.29.42.000
SAMPU N022.25.39.191 E114.15.40.910
SANES N027.55.00.998 E111.35.58.999
SANIP N024.01.35.000 E114.00.51.998
SAPUT N023.54.22.000 E117.02.02.000
SAREX N022.52.54.001 E113.28.59.999
SARUG N023.14.47.000 E108.42.24.998
SHK34 N022.45.06.959 E114.26.24.731
SIERA N021.59.12.001 E113.33.11.999
SIKOU N020.50.35.999 E111.30.00.000
SMT30 N022.21.15.772 E113.26.16.530
SOKOE N022.04.41.200 E113.50.38.101
STELA N022.11.53.290 E113.43.49.109
SULAS N022.54.58.000 E114.13.16.000
SUMDO N022.54.02.002 E115.52.54.001
SZ001 N022.45.47.999 E113.44.24.000
SZ002 N022.47.48.001 E113.43.18.001
SZ003 N022.47.48.001 E113.52.00.001
SZ004 N022.49.41.999 E113.59.17.999
SZ005 N022.50.24.000 E113.47.06.000
SZ011 N022.47.35.999 E113.38.48.001
SZ012 N022.42.36.000 E113.29.24.000
SZ013 N022.34.05.999 E113.24.29.999
SZ021 N022.41.17.999 E113.45.06.001
SZ051 N022.35.35.999 E114.06.11.999
SZ052 N022.31.59.999 E113.58.36.001
SZ061 N022.44.48.001 E113.30.47.999
SZ062 N022.19.54.001 E113.32.60.000
SZ063 N022.26.42.000 E113.47.24.000
SZ101 N022.29.35.999 E113.53.24.000
SZ102 N022.33.11.999 E114.01.05.999
SZ103 N022.45.06.001 E114.26.35.999
SZ111 N022.28.00.001 E113.50.12.001
SZ112 N022.28.05.999 E113.35.17.999
SZ113 N022.22.41.999 E113.30.18.000
SZ151 N022.44.24.000 E114.19.30.000
SZ152 N022.41.35.999 E113.53.17.999
SZ153 N022.50.30.001 E113.48.24.001
SZ154 N022.55.18.001 E113.45.42.001
SZ161 N022.30.54.000 E113.21.54.000
SZ163 N022.35.53.999 E113.32.53.999
SZ166 N022.49.59.999 E113.34.23.999
SZ413 N022.34.41.999 E113.42.47.999
SZ414 N022.28.48.000 E113.44.06.000
SZ415 N022.29.12.001 E113.49.59.999
SZ461 N022.36.24.001 E113.27.18.000
SZ462 N022.43.36.001 E113.33.42.001
TAMAR N022.15.20.999 E114.30.37.001
TAMOT N022.21.29.999 E113.52.00.001
TAN17 N023.23.53.999 E113.11.17.999
TAN32 N023.08.30.001 E113.07.30.000
TASAD N028.33.43.999 E113.41.13.999
TEBAK N022.10.30.000 E106.40.30.000
TEPID N023.32.06.000 E113.23.06.000
TOMUD N021.51.27.000 E112.32.49.999
TONIC N022.12.47.880 E113.43.21.850
TORUB N022.22.27.818 E114.14.46.680
TULMU N029.47.28.000 E115.33.05.000
UBDOB N023.21.42.001 E114.37.30.000
UBGIV N031.41.47.000 E114.30.04.000
UBLIM N022.53.15.000 E113.40.12.000
UDUTI N021.51.00.000 E111.55.59.999
UVUNO N023.01.45.001 E107.38.30.998
VAPNA N022.41.42.000 E109.07.18.998
VARDU N032.49.18.998 E112.31.01.999
VAVSO N024.45.37.001 E114.58.05.002
VD214 N021.25.58.001 E107.14.51.000
VEMBA N025.42.23.000 E112.52.27.001
VEROK N024.17.53.999 E112.50.07.001
VETIB N024.09.36.000 E116.26.08.999
VH512 N022.22.52.320 E114.06.59.630
VH513 N022.22.13.051 E114.04.57.241
VH514 N022.21.14.101 E114.01.53.681
VH520 N022.18.16.920 E113.52.43.280
VH521 N022.24.01.660 E113.56.35.632
VH533 N022.19.53.468 E114.04.36.721
VH534 N022.21.03.431 E114.01.16.619
VH535 N022.20.35.599 E113.59.51.029
VH541 N022.21.53.978 E114.15.01.559
VH543 N022.21.43.430 E114.06.09.821
VH544 N022.20.34.670 E114.02.35.678
VH545 N022.19.49.440 E114.00.15.001
VH547 N022.03.16.391 E113.53.26.740
VH703 N022.24.23.821 E113.57.20.920
VH704 N022.21.42.458 E113.50.21.181
VH705 N022.18.45.562 E113.47.36.690
VH706 N022.17.14.500 E113.49.29.820
VH707 N022.17.34.231 E113.50.30.941
VH711 N022.17.04.628 E113.48.59.260
VH715 N022.18.18.691 E113.47.11.731
VH716 N022.16.23.228 E113.49.35.170
VH717 N022.16.42.960 E113.50.36.280
VH720 N022.15.05.940 E113.45.39.560
VH721 N022.16.12.680 E113.49.04.868
VH753 N022.25.36.919 E114.03.36.029
VH754 N022.27.24.311 E114.10.10.700
VH991 N022.17.38.371 E114.02.12.210
VH992 N022.17.59.910 E114.02.18.841
VIBOS N022.37.27.998 E113.19.40.001
VIGIS N027.10.25.000 E111.35.12.998
VIPAP N022.45.41.000 E114.31.55.999
WHA31 N031.06.05.339 E114.39.48.481
WHA43 N030.14.38.951 E113.38.49.639
WTM33 N030.41.04.880 E113.46.36.592
WUY36 N023.03.38.941 E108.32.57.761
XEBUL N024.16.59.999 E114.50.60.000
XEREN N022.25.35.000 E107.15.19.001
XOLON N024.32.19.000 E108.04.28.999
XSH48 N030.31.44.782 E114.21.03.938
XSH50 N030.29.22.250 E114.18.30.071
YIH30 N030.29.00.740 E110.54.18.529
ZUH27 N022.02.30.700 E113.00.30.661
ZUH75 N021.43.54.322 E112.13.42.791
