16VOR N043.24.16.718 E112.09.40.511
D280Q N037.46.59.542 E112.15.55.379
D283I N034.32.25.238 E113.40.26.180
D286T N037.49.01.189 E112.12.30.661
D291O N037.49.16.039 E112.19.05.750
D296E N034.21.25.430 E113.58.39.140
D296K N034.23.22.081 E113.52.49.440
D296Q N034.25.45.271 E113.45.38.678
D296R N034.25.56.438 E113.45.05.011
D296S N034.38.00.010 E113.30.14.209
D296Y N034.28.41.441 E113.36.46.400
D299M N039.34.52.921 E109.36.27.652
D303I N034.35.29.440 E113.41.04.981
D303O N037.52.09.660 E112.20.37.882
D304M N039.35.53.419 E109.37.08.080
D308O N037.53.16.800 E112.21.29.459
D313G N040.37.53.591 E109.52.20.662
D314K N035.09.46.530 E118.14.13.661
D314Q N037.55.49.238 E112.20.44.390
D315G N040.38.09.370 E109.52.26.389
D315K N035.09.55.570 E118.14.22.380
D315W N034.34.44.879 E113.43.18.869
D317M N039.38.15.760 E109.39.23.558
D319O N037.55.30.360 E112.23.47.681
D321Q N038.27.13.568 E114.38.08.560
D322I N034.25.56.849 E113.57.34.870
D322M N039.39.03.600 E109.40.26.260
D324O N037.56.23.600 E112.25.00.689
D332J N038.25.12.839 E114.35.00.751
D335J N038.25.27.188 E114.35.42.990
D336W N034.39.44.089 E113.51.37.141
D336Y N034.41.40.718 E113.50.21.728
D341O N033.53.37.471 E114.31.58.238
D344J N036.59.12.001 E117.08.06.000
D344Q N037.05.48.001 E117.04.59.999
D345X N037.12.25.600 E117.02.08.009
D346K N039.16.56.662 E117.16.39.270
D346X N037.12.34.448 E117.02.37.460
D347T N038.04.02.640 E112.29.47.720
D349P N034.34.41.171 E113.59.44.851
D350I N034.28.29.032 E114.02.01.680
D350Y N037.13.47.269 E117.04.55.650
D354K N035.13.46.582 E118.22.00.491
D354K N039.17.22.132 E117.18.33.250
D354Q N038.01.37.891 E112.33.16.049
D354Y N038.09.30.251 E112.31.24.398
D356K N035.13.50.992 E118.22.28.088
D360T N038.04.52.421 E112.35.25.980
DADGA N036.21.22.000 E115.01.40.001
DALIM N036.25.04.001 E117.12.47.002
DALUP N038.09.10.001 E114.48.05.000
DE12R N034.30.48.712 E113.51.29.812
DE30L N034.31.30.680 E113.49.26.490
DOGAR N039.09.46.001 E116.47.07.001
DOSKU N036.05.03.998 E114.43.18.001
DOTRA N040.45.25.999 E116.48.06.998
DOVIV N038.06.40.000 E119.31.57.000
DOVSU N037.29.20.000 E115.34.16.000
DOXAB N038.17.28.000 E116.37.30.000
DS402 N039.34.40.001 E109.41.24.299
DS403 N039.30.27.299 E109.37.54.998
DS404 N039.27.45.000 E109.43.21.000
DS405 N039.38.52.699 E109.44.53.999
DS406 N039.38.27.600 E109.52.48.101
DS412 N039.23.37.601 E110.03.37.001
DS413 N039.19.23.300 E110.00.07.801
DS414 N039.22.05.300 E109.54.42.199
DS415 N039.27.48.600 E110.07.05.902
DS416 N039.35.10.100 E109.52.18.199
DS501 N039.44.22.898 E109.53.29.800
DS503 N039.17.39.098 E110.03.32.400
DS504 N039.14.41.399 E109.47.58.700
DS511 N039.38.36.301 E109.52.44.800
DS512 N039.25.00.998 E109.50.29.198
DS601 N039.49.16.900 E109.54.28.501
DS602 N039.09.01.199 E110.12.20.599
DS603 N039.09.04.201 E109.46.30.101
DS605 N039.09.03.100 E109.28.53.800
DS606 N039.14.03.502 E109.13.59.999
DS703 N039.17.26.700 E109.48.38.902
DUBAG N034.51.46.001 E113.43.45.998
DUBIX N038.19.40.001 E115.12.20.002
DUDBI N033.12.20.999 E114.42.56.002
DUDIL N040.38.38.000 E110.27.38.002
DUGEB N038.39.42.998 E115.48.14.000
DUMAP N038.35.29.000 E118.01.45.001
DWS04 N034.17.15.652 E114.00.37.012
DWS28 N034.29.45.949 E113.33.30.848
DZY34 N034.30.55.958 E114.10.35.321
DZY48 N034.25.32.610 E114.26.21.160
DZY64 N033.44.04.852 E114.01.41.470
EGANA N040.31.40.001 E112.10.00.998
EGEBI N036.47.33.000 E112.56.12.001
EGILO N040.38.48.001 E109.59.02.000
EKETA N037.52.28.999 E112.35.21.001
EKORO N036.25.19.999 E115.03.58.000
ELAPU N040.12.33.001 E115.30.10.001
ELKUR N038.38.22.999 E116.39.54.000
ELPOB N039.58.23.999 E117.12.51.001
ENLAB N032.22.59.002 E114.38.12.001
ENTUD N038.19.27.998 E114.49.52.000
ENVAV N038.46.32.999 E118.22.40.001
EPGAM N037.15.13.000 E116.54.02.002
EPGOS N032.58.31.001 E115.26.28.000
ERVEB N043.06.43.999 E114.51.50.000
ESMEB N032.15.24.001 E114.21.31.000
ESMEP N043.31.59.999 E112.01.31.001
EXORI N037.37.23.999 E112.39.40.000
EXUMI N038.04.58.001 E113.04.53.000
FD01 N034.56.48.300 E118.24.16.430
FD01 N036.44.41.572 E117.12.54.000
FD08 N035.05.26.401 E110.54.58.291
FD08 N039.37.57.119 E118.55.23.851
FD12 N043.27.10.231 E111.58.07.432
FD13 N037.48.51.008 E112.31.40.001
FD13 N039.34.23.171 E109.43.26.710
FD13 N040.37.12.860 E109.54.20.228
FD15 N038.22.08.602 E114.36.58.028
FD16R N039.13.29.500 E117.16.47.258
FD19 N035.09.18.079 E118.24.23.872
FD19 N036.58.18.649 E117.12.54.000
FD26 N035.07.59.390 E111.08.51.839
FD31 N037.41.32.280 E112.43.28.020
FD31 N039.25.38.089 E110.00.48.949
FD31 N040.29.01.799 E110.08.22.481
FD33 N038.11.06.461 E114.45.53.809
FD34L N039.02.46.259 E117.23.00.060
FF12L N034.35.13.751 E113.42.00.500
FF12R N034.34.22.192 E113.41.00.359
FF19 N036.58.15.431 E117.12.57.330
FF26 N039.41.48.440 E119.11.42.140
FF30 N043.23.29.962 E112.12.41.299
FF30L N034.29.04.762 E113.56.34.418
FF30R N034.28.43.208 E114.01.08.692
FF33 N038.11.19.860 E114.46.21.590
FI01 N036.44.37.500 E117.12.57.539
FI01 N039.51.40.432 E116.38.55.252
FI01L N039.19.24.420 E116.27.16.290
FI01Y N034.56.54.820 E118.24.47.999
FI08 N040.48.28.530 E111.38.53.610
FI08X N040.49.06.352 E111.41.32.280
FI13 N037.50.38.692 E112.27.56.509
FI13 N040.37.03.670 E109.54.09.450
FI13Y N039.33.52.240 E109.42.59.692
FI13Z N037.50.38.692 E112.27.56.509
FI13Z N039.33.00.029 E109.44.43.879
FI15 N038.22.06.341 E114.37.32.779
FI16L N039.13.56.150 E117.18.24.250
FI16R N039.13.40.800 E117.16.56.561
FI18R N040.17.52.771 E116.32.18.910
FI19 N040.16.38.888 E116.34.59.390
FI19R N039.35.47.191 E116.24.41.782
FI19Y N035.09.19.102 E118.24.47.999
FI26 N035.08.15.799 E111.08.40.819
FI26 N040.55.14.081 E112.07.35.321
FI29R N039.28.30.410 E116.39.40.900
FI31 N037.38.35.491 E112.48.05.080
FI31 N039.25.09.728 E110.00.18.220
FI31 N040.28.36.109 E110.07.59.408
FI31Z N037.38.35.491 E112.48.05.080
FI33 N038.11.34.631 E114.46.06.600
FI34L N039.01.14.549 E117.24.35.190
FI34R N039.01.28.988 E117.26.03.098
FI35L N039.17.08.351 E116.25.25.590
FI35R N039.17.11.332 E116.25.57.112
FI36L N039.46.31.109 E116.37.16.021
FI36R N039.42.18.878 E116.39.18.292
FI7LY N039.36.45.659 E116.22.52.061
FI7LZ N039.42.55.210 E116.21.53.471
FI7RY N039.36.42.671 E116.22.20.438
FI7RZ N039.42.52.211 E116.21.21.820
FI8LZ N040.17.03.671 E116.33.50.501
FN08 N035.05.06.670 E110.50.39.142
FN13 N040.37.27.660 E109.53.34.148
FN31 N039.26.34.501 E109.57.30.481
FQ08 N040.48.11.520 E111.38.52.530
FQ13 N037.48.35.460 E112.31.23.470
FQ15 N038.22.21.731 E114.37.22.328
FQ26 N040.56.01.090 E112.07.14.452
FQ30 N034.28.22.400 E113.58.32.401
FX N040.50.13.492 E111.45.45.389
GITUM N040.44.42.000 E116.59.06.000
GODON N037.46.27.001 E112.21.06.001
GOLAL N036.45.51.998 E117.05.06.000
GOTVA N037.21.23.000 E117.09.54.000
GUINS N037.32.34.001 E111.45.02.002
GUKNA N035.27.40.000 E114.17.15.000
GULEK N036.33.23.000 E115.24.15.001
GUSIR N037.12.24.001 E117.02.30.001
GUTOV N033.35.31.999 E114.45.13.000
GUTUS N034.01.52.000 E114.38.12.998
GUVBA N040.25.59.999 E115.31.50.002
GUVRI N038.29.52.001 E115.42.00.000
HDS27 N039.09.06.001 E109.28.54.001
HDS33 N039.14.06.000 E109.13.59.999
HE30A N041.11.02.090 E112.09.46.912
HET29 N041.05.22.099 E112.18.07.560
HET30 N041.06.31.021 E112.19.24.190
HET44 N040.22.18.001 E112.44.06.000
HH401 N040.54.56.200 E112.06.21.398
HH402 N040.45.35.600 E112.06.59.699
HH403 N040.42.59.299 E111.53.50.899
HH404 N040.13.45.700 E112.09.08.899
HH406 N040.04.34.500 E112.09.45.900
HH407 N040.22.18.998 E112.44.06.000
HH408 N040.37.54.998 E111.28.40.001
HH501 N040.49.04.199 E111.41.22.200
HH502 N040.58.36.998 E111.56.02.000
HH503 N041.06.05.501 E112.04.14.801
HH504 N040.37.52.702 E111.29.56.101
HH505 N040.37.34.100 E111.47.15.202
HH506 N040.23.57.001 E111.53.47.000
HH508 N040.59.06.601 E112.15.08.302
HH604 N040.47.52.901 E111.36.21.899
HH605 N040.46.15.899 E111.29.35.002
HH606 N040.51.25.099 E111.27.26.899
HH608 N040.41.06.601 E111.31.42.701
HH609 N040.42.46.800 E111.38.27.701
HH610 N040.58.01.600 E111.55.15.701
HH611 N040.45.47.999 E111.50.44.999
HH612 N040.37.42.100 E111.40.07.201
HH614 N040.24.19.501 E111.34.28.600
HH615 N041.06.19.199 E112.04.24.600
HH616 N040.24.29.200 E111.27.54.799
HH705 N040.57.47.498 E112.18.41.299
HH707 N040.52.40.001 E112.20.37.000
HH708 N041.00.24.700 E112.30.20.002
HH709 N040.50.12.998 E112.10.34.900
HH710 N040.47.39.998 E111.59.29.400
HH711 N040.36.58.702 E112.15.09.500
HH713 N040.37.13.300 E112.04.17.501
HH715 N040.23.35.999 E112.10.23.700
HH716 N040.14.04.801 E112.10.43.799
HH718 N041.12.40.601 E112.26.11.000
IAA29 N034.19.49.238 E114.23.28.439
IBARO N039.59.21.001 E111.50.17.999
IDGIS N038.45.32.000 E114.58.40.001
IDKEX N040.46.40.001 E116.34.00.001
IDSOT N039.13.27.001 E109.29.58.999
IDULA N034.18.04.000 E114.42.52.999
IDVUK N034.13.55.999 E113.26.35.002
IFF37 N038.52.34.230 E114.34.59.660
IGADA N034.08.20.000 E110.27.15.998
IGDID N037.48.37.001 E115.20.24.000
IGIVU N041.30.18.000 E118.45.56.002
IGMES N038.04.48.000 E115.34.05.002
IGMIG N033.17.13.999 E114.27.15.001
IGMOR N038.49.50.999 E118.01.54.001
IGMUD N038.06.56.999 E115.53.12.998
IGPAS N041.27.36.000 E112.43.08.000
IGPIL N035.41.22.999 E113.32.28.000
IK32A N041.13.28.060 E112.20.48.818
IKJ32 N041.16.24.960 E112.16.17.231
INTIK N043.40.48.000 E111.54.06.001
IPLEV N039.18.51.001 E114.20.10.000
IRVAG N040.32.07.001 E111.51.02.002
ISBAM N040.12.33.001 E112.01.34.000
ISBOS N041.31.59.002 E106.05.56.000
ISLEP N037.57.06.998 E113.29.29.000
IZR28 N034.20.53.138 E114.23.55.090
JN102 N036.58.13.001 E117.12.58.000
JN103 N037.02.30.998 E117.12.58.000
JN104 N037.07.08.000 E117.12.58.000
JN105 N037.16.32.999 E117.12.58.000
JN106 N037.22.05.999 E117.31.07.000
JN107 N037.07.08.000 E117.02.03.998
JN109 N037.07.08.000 E117.22.09.001
JN110 N037.02.31.999 E117.22.08.000
JN111 N036.49.05.999 E117.22.07.000
JN112 N036.48.20.999 E117.30.16.999
JN201 N036.47.46.000 E117.12.58.000
JN203 N036.41.55.000 E117.12.58.000
JN204 N036.38.40.999 E117.12.58.000
JN205 N036.36.09.000 E117.12.58.000
JN206 N036.32.53.999 E117.12.58.000
JN207 N036.32.53.999 E117.22.05.002
JN208 N036.38.39.998 E117.22.05.002
JN209 N036.32.53.002 E117.02.08.002
JN210 N036.38.39.998 E117.02.08.002
JN211 N036.16.26.000 E117.22.08.000
JN213 N036.49.26.000 E116.54.46.001
KAKAT N042.10.59.999 E118.15.18.000
KAMDA N033.21.56.999 E114.12.13.000
KAMOM N037.23.28.000 E117.15.16.999
KARVU N036.46.36.998 E114.43.54.998
KIBIP N038.53.43.001 E109.25.07.000
KILUD N034.10.19.999 E114.48.33.998
LADIX N039.07.45.998 E116.59.31.999
LAVOM N039.14.53.999 E108.50.08.002
LAXAG N042.12.23.000 E111.18.11.002
LAXIB N040.23.57.001 E111.53.48.998
LEBOM N037.51.29.999 E111.30.00.000
LEBUN N037.47.53.002 E115.35.20.000
LEKUB N035.31.21.000 E114.15.00.000
LENPO N034.01.57.000 E114.54.38.999
LH30A N042.58.00.001 E112.24.47.999
LH30B N043.11.12.001 E112.43.59.999
LIKTI N037.57.43.999 E115.26.16.001
LIMGI N034.25.48.000 E111.01.59.999
LINFN N035.49.59.002 E111.28.03.000
LOVTI N037.43.05.002 E115.49.25.000
LUGVU N040.35.48.998 E112.43.50.002
LUNSU N040.23.10.000 E112.28.21.000
LY709 N035.03.29.999 E118.09.00.000
LY903 N035.04.05.999 E117.48.42.001
LY904 N034.51.47.999 E117.51.24.001
MAPMU N037.02.40.999 E110.38.16.001
MAVMI N041.42.15.998 E116.51.06.001
MD01 N035.01.18.080 E118.24.39.330
MD01 N036.49.35.962 E117.12.54.000
MD08 N035.06.32.839 E110.59.39.401
MD08 N039.39.28.778 E119.01.49.969
MD12 N043.25.46.538 E112.03.42.430
MD13 N037.45.38.200 E112.36.10.141
MD13 N039.30.26.831 E109.49.58.141
MD13 N040.34.36.300 E109.58.08.659
MD15 N038.18.15.451 E114.40.33.352
MD16R N039.09.25.661 E117.19.34.111
MD19 N035.05.00.020 E118.24.40.342
MD19 N036.53.30.271 E117.12.54.000
MD26 N035.07.17.270 E111.03.26.690
MD31 N037.43.36.710 E112.39.36.202
MD31 N039.28.41.689 E109.53.24.619
MD31 N040.32.23.539 E110.01.51.442
MD33 N038.15.18.680 E114.42.56.779
MD34L N039.05.50.050 E117.21.48.020
MEGUS N040.15.06.001 E113.38.44.002
METOG N036.49.36.001 E117.02.06.000
MEXOS N035.40.00.001 E112.04.05.999
MF19 N036.53.24.259 E117.12.54.000
MILOM N033.42.02.999 E114.02.42.000
MOSPA N040.38.10.000 E111.10.59.999
MQ08 N040.50.23.240 E111.47.12.851
MQ13 N037.45.38.228 E112.36.16.898
MQ19 N036.53.30.300 E117.12.57.539
MQ26 N040.51.30.802 E111.51.43.340
MUDAM N041.01.58.001 E117.26.39.998
MUDOT N038.45.13.000 E119.56.48.998
MUDPO N038.44.26.002 E109.40.14.999
MUGLO N039.04.13.001 E118.02.03.998
MUMUN N036.47.35.002 E116.00.00.000
NIKIT N040.39.09.000 E117.26.58.999
NIRON N038.51.11.999 E116.37.41.999
NITID N037.18.51.001 E111.53.51.000
NIXAL N043.12.42.001 E110.52.59.999
NOBUP N037.21.15.998 E117.25.00.001
NOKAK N038.25.00.001 E118.55.00.001
NOMOV N039.13.59.999 E114.08.20.000
NOPIN N035.26.44.999 E113.28.17.000
NUDKU N038.16.07.000 E115.33.20.999
NUNGA N035.12.15.998 E112.34.41.999
NUTLO N040.23.51.000 E111.58.46.999
NUVPU N043.06.24.998 E116.11.39.001
OBLIK N032.19.48.000 E114.31.30.000
OBMEP N033.49.19.999 E114.30.15.998
OGEDO N040.09.42.998 E112.27.18.000
OGOVI N034.08.39.001 E114.35.34.001
OKALI N036.44.03.001 E118.13.00.001
OKTOX N034.27.40.000 E114.33.54.000
OLRED N037.07.05.002 E116.49.09.001
OLROB N038.34.57.000 E119.32.34.001
OMDEK N038.39.18.000 E116.05.26.999
OMDIS N038.57.06.001 E110.24.20.002
OMGEL N040.25.21.000 E109.58.28.999
OMKAK N037.50.04.999 E111.42.59.000
ONAPI N041.21.04.000 E105.29.55.000
OPIMU N041.14.12.001 E118.35.38.000
ORODO N036.22.27.001 E114.45.01.001
OSNEV N042.22.27.998 E117.42.23.000
OSRUR N041.46.14.999 E113.04.05.999
OSUBA N040.44.11.000 E117.02.13.999
OSVUL N038.30.13.000 E114.41.33.000
OTBUL N038.59.47.000 E118.29.53.002
OTKAB N037.53.60.000 E115.51.11.999
OVNUG N038.06.37.001 E116.41.31.999
OVTUP N038.25.55.999 E119.58.50.002
P145 N035.01.23.999 E111.22.48.000
P399 N034.52.30.000 E111.55.00.001
P516 N039.43.12.000 E118.07.00.001
P517 N039.03.29.999 E118.06.54.000
P58 N034.50.35.999 E117.47.48.001
P60 N035.04.12.000 E117.42.47.999
PADNO N035.50.44.999 E113.17.35.999
PADSA N040.56.46.000 E111.53.55.000
PAMDA N038.48.11.999 E119.03.42.001
PANKI N037.17.44.999 E116.59.58.999
PARTU N037.43.13.001 E112.54.13.000
PASGU N033.40.48.000 E113.42.33.998
PATVU N034.52.23.999 E111.02.02.000
PEGSO N038.56.40.999 E115.30.19.001
PIDOX N041.14.06.000 E116.37.30.000
PIGAN N038.30.20.002 E114.00.06.001
PINAP N038.25.55.999 E114.44.53.002
POKOR N042.02.35.999 E116.08.52.001
POLHO N044.46.59.999 E113.15.00.000
POXUS N038.33.15.998 E115.04.32.002
PUBOV N034.53.12.001 E113.53.39.001
PUKOL N040.16.34.000 E114.05.08.999
RAXEV N037.09.50.000 E116.56.03.001
RENOB N039.45.18.000 E115.26.48.001
REPOL N037.35.31.999 E119.40.41.999
REVKU N032.21.11.999 E113.38.17.999
REVSI N038.37.26.000 E114.35.58.999
RUMGU N033.28.54.998 E114.44.31.999
RURNU N041.56.25.001 E112.38.46.000
RUSDO N039.45.40.000 E115.26.51.000
RUSER N040.24.36.000 E111.17.44.999
SABEM N041.00.00.000 E117.10.00.001
SAKRI N038.47.22.999 E114.28.12.000
SANID N039.35.48.998 E108.13.26.000
SELGO N040.28.41.002 E113.05.11.000
SJ36A N038.39.15.379 E115.16.55.949
SJ36B N038.50.58.481 E114.27.20.138
SJ36C N038.40.47.392 E115.16.06.679
SJ911 N038.34.09.001 E114.26.39.998
SJ913 N038.22.57.000 E114.36.51.001
SJW34 N038.02.38.119 E115.20.40.859
SOSDI N040.06.47.999 E115.29.30.001
SOTMU N039.47.57.998 E116.51.15.998
SUGDO N038.09.56.999 E113.21.43.999
SUKTO N034.11.04.999 E113.48.51.998
SUPEV N034.13.05.002 E114.22.50.002
SUROS N041.03.49.000 E112.15.49.000
TAJ25 N039.01.19.610 E117.52.52.691
TAMIX N035.36.42.998 E113.23.52.001
TEKIL N038.36.32.000 E115.13.25.000
TEMAD N038.28.23.999 E118.24.19.001
TJ005 N039.13.48.000 E117.24.36.000
TJ006 N039.04.59.999 E117.30.00.000
TJ103 N039.07.12.000 E117.14.42.000
TJ104 N039.02.30.001 E117.17.42.000
TJ108 N039.03.36.000 E117.36.54.000
TJ109 N039.06.06.001 E117.29.12.001
TJ811 N039.15.40.000 E117.07.59.999
TJ812 N039.06.50.000 E117.13.19.999
TJ813 N038.56.15.000 E117.20.30.001
TJ814 N038.53.44.002 E117.13.18.998
TJ815 N039.01.01.999 E117.08.49.999
TJ817 N038.57.00.000 E117.27.18.000
TJ820 N038.47.22.999 E117.33.15.001
TJ821 N038.45.00.000 E117.27.10.001
TJ822 N038.40.19.999 E117.15.20.002
TJ823 N038.46.59.999 E117.10.59.999
TJ824 N038.50.48.998 E116.51.14.000
TJ827 N038.57.10.001 E117.28.41.002
TJ830 N038.47.48.998 E117.34.22.001
TJ832 N039.06.00.000 E117.29.35.002
TJ833 N039.05.15.000 E117.43.35.000
TJ834 N038.59.55.000 E117.43.00.001
TJ835 N039.01.00.001 E117.22.14.999
TJ836 N039.07.04.001 E117.08.30.001
TJ837 N039.23.06.000 E117.01.23.999
TJ838 N039.30.49.000 E116.57.56.002
TJ839 N039.38.22.999 E117.09.25.999
TJ840 N038.46.32.002 E117.35.08.999
TJ841 N038.41.44.999 E117.46.30.000
TJ851 N040.04.07.000 E117.04.43.000
TJ852 N040.24.49.000 E117.00.52.999
TJ862 N038.39.40.000 E117.51.29.999
TJ863 N038.46.50.002 E117.57.00.000
TJ864 N039.04.59.999 E117.49.00.001
TJ865 N039.05.49.999 E117.32.15.000
TJ866 N039.16.59.999 E117.20.30.001
TJ867 N039.25.36.998 E117.11.44.999
TJ868 N039.38.22.999 E117.09.25.999
TJ869 N040.24.49.000 E117.00.52.999
TJ884 N039.07.04.001 E117.08.30.001
TJ892 N040.07.30.000 E116.22.05.999
TJ895 N039.01.00.001 E117.32.49.999
TJ896 N039.06.00.000 E117.29.35.002
TJ897 N039.20.20.000 E117.20.39.998
TJ898 N039.18.24.998 E117.15.33.998
TJ899 N039.17.57.001 E117.14.16.001
TJ911 N038.57.56.999 E117.26.38.000
TJ912 N038.59.52.001 E117.42.19.001
TJ913 N038.54.31.000 E117.43.19.999
TJ914 N038.53.40.999 E117.36.14.000
TJ915 N038.55.48.000 E117.23.52.001
TJ916 N038.55.45.001 E117.13.30.000
TJ919 N039.12.47.999 E117.09.47.002
TJ920 N039.07.00.001 E117.13.30.000
TJ921 N038.59.39.998 E117.18.10.001
TJ922 N038.52.09.998 E117.22.50.002
TJ923 N038.45.00.000 E117.27.10.001
TJ924 N038.40.19.999 E117.15.20.002
TJ925 N038.46.59.999 E117.10.59.999
TJ926 N038.50.52.001 E116.51.14.000
TJ927 N038.46.30.000 E116.40.59.999
TJ931 N038.58.12.000 E117.28.05.999
TJ944 N038.40.59.999 E117.42.00.000
TJ945 N038.37.59.999 E117.52.59.999
TJ953 N039.15.09.000 E117.15.59.000
TJ954 N039.15.40.000 E117.17.20.000
TJ960 N039.17.60.000 E117.23.30.001
TJ961 N039.12.15.001 E117.27.15.001
TJ962 N039.05.49.999 E117.32.15.000
TJ963 N039.04.59.999 E117.49.00.001
TJ964 N038.46.50.002 E117.57.00.000
TJ980 N040.24.49.000 E117.00.52.999
TJ986 N039.07.04.001 E117.08.30.001
TJ987 N039.16.59.999 E117.20.30.001
TJ988 N039.25.36.998 E117.11.44.999
TJ989 N039.38.22.999 E117.09.25.999
TJLUX N039.09.18.000 E117.27.18.000
TODAM N039.29.30.998 E112.12.02.999
TONIL N039.53.60.000 E117.23.17.999
TONOV N038.11.20.000 E114.06.24.001
TOREL N040.37.27.001 E111.53.25.001
TULRA N032.38.56.000 E114.23.39.998
TUMLO N037.13.00.001 E116.47.39.001
TUMRI N041.40.18.998 E113.15.42.998
TUSLA N040.20.53.002 E113.04.49.001
TUTNA N036.45.38.002 E110.34.25.000
TY30B N037.15.51.970 E112.46.51.550
TY30E N037.33.46.361 E112.02.06.569
TY30F N037.48.32.940 E111.59.38.350
TY30G N038.14.25.462 E112.30.14.411
TY30H N037.17.52.238 E112.20.45.200
TY30I N037.16.04.271 E112.46.53.011
TY30J N037.55.33.161 E113.12.36.529
TY30P N038.00.50.980 E113.09.18.518
TY30Q N037.29.34.480 E112.04.43.450
TY40A N038.24.15.818 E112.27.53.971
TY40B N037.49.43.259 E111.47.06.320
UBDUN N035.35.13.999 E112.46.37.999
UBRAG N040.23.58.999 E111.52.18.001
UBSEV N040.37.16.000 E112.02.29.000
UDINO N034.49.21.000 E117.48.11.999
UGASA N038.34.18.998 E119.57.58.000
UGOTU N037.07.01.999 E110.40.30.000
UGPOR N039.09.27.000 E110.56.53.999
UKBAD N043.00.45.000 E113.11.26.002
UKBET N040.22.57.000 E112.24.50.000
UKDUM N041.29.51.000 E118.26.39.998
UKMIS N038.07.05.002 E115.25.50.999
UNROD N038.34.09.001 E114.52.23.002
UNTEL N033.42.13.000 E114.45.50.000
UNTEN N042.15.46.001 E115.40.10.999
UPREK N042.14.10.000 E115.15.46.001
UPSAT N039.08.60.000 E118.56.30.001
UPSUR N040.35.26.002 E112.48.09.000
URBIL N035.47.12.998 E112.52.52.000
URDOG N040.36.41.000 E112.27.27.000
URDUR N037.41.57.001 E115.49.14.999
URGIN N033.39.06.001 E112.29.17.999
URGOM N042.07.14.999 E117.15.27.000
URKED N038.10.59.999 E115.11.42.000
UXODI N040.36.38.002 E112.29.25.001
VADKA N039.04.05.999 E114.23.57.998
VADMO N036.16.49.001 E114.44.26.999
VAGBI N038.20.26.002 E113.49.25.000
VAGNU N041.30.24.001 E117.15.25.999
VALNI N040.25.17.000 E110.12.42.998
VALVA N041.54.16.999 E117.17.43.001
VANVO N042.37.37.999 E114.12.20.002
VAPGU N038.46.23.002 E119.49.44.000
VARDU N032.49.18.998 E112.31.01.999
VEMOT N038.07.34.000 E114.49.14.999
VENUT N034.20.30.001 E113.21.42.001
VERMI N042.06.09.000 E113.29.46.000
VERUX N037.30.06.998 E114.46.00.001
VETIP N033.54.02.999 E115.00.22.000
VEXEB N039.11.37.000 E110.09.40.000
VIDEL N038.21.42.001 E118.45.22.000
VIGEK N040.02.53.999 E114.08.38.000
VIKON N039.31.59.002 E108.19.57.000
VINIG N033.36.51.998 E114.29.06.000
XINGI N036.55.01.999 E114.51.33.998
YCE30 N034.57.36.281 E111.36.39.791
YN401 N037.34.26.000 E112.55.05.002
YN402 N037.42.42.001 E113.04.01.999
YN403 N038.00.49.000 E112.33.24.001
YN404 N037.51.24.998 E112.49.23.999
YN405 N037.50.26.002 E113.12.25.999
YN406 N037.44.58.999 E112.37.08.000
YN407 N037.46.41.002 E112.20.13.999
YN408 N037.10.25.000 E112.48.33.001
YN409 N038.27.34.999 E112.26.58.999
YN503 N037.54.18.000 E112.21.43.999
YN504 N037.58.37.999 E112.25.48.000
YN505 N037.50.34.001 E112.15.56.999
YN506 N037.47.33.000 E112.11.21.998
YN507 N037.50.02.000 E112.40.18.998
YN508 N037.23.25.001 E112.38.06.000
YN509 N037.10.25.000 E112.48.33.001
YN510 N037.13.12.000 E112.28.19.999
YN511 N037.56.16.001 E112.46.59.002
YN512 N037.24.38.999 E112.07.36.998
YN514 N038.05.03.998 E113.07.44.000
YN520 N038.04.57.000 E112.32.21.001
YN521 N038.27.34.999 E112.26.58.999
YN601 N037.48.33.001 E112.31.23.999
YN602 N037.55.04.001 E112.20.30.001
YN603 N037.58.12.000 E112.34.00.998
YN604 N038.27.34.999 E112.26.58.999
YN605 N037.56.44.999 E111.56.10.000
YN607 N037.33.29.999 E112.29.57.001
YN608 N037.23.53.002 E112.44.10.000
YN609 N037.37.23.999 E112.39.38.999
YN614 N037.45.45.000 E112.11.40.999
YN703 N037.37.00.998 E112.50.44.999
YN704 N037.30.42.001 E112.44.35.002
YN705 N037.41.20.000 E112.54.51.001
YN706 N037.37.18.998 E112.33.38.999
YN707 N037.30.45.000 E112.27.38.002
YN708 N037.24.20.002 E112.38.44.999
YN710 N037.13.12.000 E112.28.19.999
YN711 N037.20.17.999 E112.45.14.000
YN712 N037.24.38.999 E112.07.36.998
YN714 N038.05.03.998 E113.07.44.000
YN715 N037.47.48.998 E113.01.08.000
YN716 N038.04.57.000 E112.32.21.001
YN717 N038.27.34.999 E112.26.58.999
YQG27 N037.16.50.059 E117.12.54.000
YQG29 N036.21.56.790 E117.22.12.000
YQG35 N037.22.05.999 E117.31.05.999
RW36R N040.03.19.681 E116.36.00.601
RW01 N040.03.32.090 E116.37.03.569
RW36L N040.04.24.420 E116.34.27.091
RW19 N040.05.34.361 E116.36.44.330
RW18R N040.06.07.420 E116.34.10.819
RW19R N039.30.06.221 E116.25.35.540
RW01L N039.28.16.781 E116.25.52.759
YLX N038.22.54.001 E109.34.41.999
HLD N049.12.11.999 E119.49.18.001
HLD30 N048.43.28.448 E120.02.18.751
